topic,text
ant-man,Catching up on films tomorrow with 2nd watch of Ant-Man in 3D. Then 1st watch of Maggie and Southpaw.#Southpaw #Films http://t.co/piIvrCj6th
ant-man,"Catching up on movies before they leave theaters.  Trainwreck was as good as everyone says it is.  Tomorrow, Ant-Man."
ant-man,Congrats to Disney for managing to keep ANT-MAN as the #1 movie for a 2nd weekend with a paltry $24.7 million take.  #BoxOffice
ant-man,Continuing to bond with the offspring via Marvel movies with another Superhero Saturday thanks to a very funny Ant-Man. #fb
ant-man,"Don't forget all films before 5pm are just a fiver for all!  Valid Mon - Fri only. Book now and enjoy Ant-Man,... http://t.co/gIj6jeuho1"
ant-man,Dragon Ball Z tomorrow but I don't know if I want to wake up early to see it at 12 ... When I can see F4ntastic or Ant-Man at a later time
ant-man,"Ends this Thursday. Have you seen Marvel's ""Ant-Man"" yet? http://t.co/cqp60hmeMb"
ant-man,Episode 39: Ant-Man the Comics is out now to hold you over until Episode 40 arrives on Wednesday! http://t.co/U1kWkznYip
ant-man,"FYI, the inspiration 4 Ant-Man has been turned into a miniseries by @IDWPublishing and it's out tomorrow, #TheShrinkingMan, #themoreyouknow"
ant-man,Fantastic Four tomorrow will it be as good as Ant-Man we'll have to see
ant-man,Final shows for Pixels &amp; Ant-Man are Thursday! Opening Wednesday: Shaun the Sheep &amp; Thursday: Fantastic Four!
ant-man,"Finally going to see ANT-MAN tonight, then off to see ROGUE NATION either tomorrow or Sunday. Looking forward to both."
ant-man,Finally going to watch Ant-Man tomorrow @Marvel its still getting good ratings #Excited
ant-man,Finally got around to see Ant-Man and absolutely loved it. Nice way to cap off an eventful Saturday.
ant-man,Going to #FantasticFour tomorrow. Half expecting the box office girl to give me a sad look and say I can see Ant-Man a second time instead.
ant-man,Going to go see ant-man tomorrow hope it's good
ant-man,"Going to see Ant-Man today for the Sunday Matinee, just need to put the roast beef in the crockpot and I'm good to go! :D"
ant-man,"Going to the movies tomorrow to watch Southpaw, Paper Towns, Train Wreck and then Ant-Man again."
ant-man,"Gonna go to the city this weekend (saturday most likely), shop a bit and watch Ant-Man, cause hell, I wanna see it!"
ant-man,Gonna wait until tomorrow to see Ant-Man and take my ma with me.
ant-man,Got to love these three dedicated days of laziness. Back to gyming it up tomorrow. Before Ant-Man.
ant-man,Great to see Sun Girl in Last Days of Ant-Man. Be great if she survived Secret Wars! Do the right thing @Marvel =) http://t.co/Z85bZlud89
ant-man,"HEROES! Well, almost. These four lucky residents scored gigs in 'Ant-Man.' Check out the story tomorrow! http://t.co/DAMKx8ouqu"
ant-man,"Had a slightly intoxicated conversation about Daredevil, Ant-Man, Civil War, &amp; the MCU. If that's not a successful Wednesday, then what is?"
ant-man,Had the chance to finally see both the Fantastic Four and Ant-Man. If I may indulge in a pun... Big things do come from small packages.
ant-man,"He's a handsome devil, isn't he? Catch him in Ant-Man, screening for the last time tomorrow! https://t.co/VZDZUhAMD0 http://t.co/ByJl2bZQev"
ant-man,Hey students! Do you like movies? Then join us tomorrow at Cinemark 6 at 12:30 pm for Ant-Man! The movie starts at 12:50 pm. See you then!
ant-man,Hi @GraceRandolph how the editing of your new @marvel video coming along? Up tomorrow ? Waiting to watch it. Ant-man opens here tomorrow
ant-man,"I *COULD* see Ant-Man today, OR, I could see the live action Attack on Titan movie in theatres tomorrow...."
ant-man,I debate seeing Ant-Man tonight for the 3rd time...Do I?
ant-man,"I don't know what I'm more excited about - starting a new Hub8 project, seeing Ant-Man or Charlie coming home from Greece tomorrow..."
ant-man,I finished first at TimePlay when I saw Ant-Man tonight. I think I may have peaked. #AntMan #DreamBig
ant-man,"I got 3 options on Friday   Suck it up and watch Fantastic Four  Watch Ant-Man, again   Or watch Mission Impossible:Rogue Mation"
ant-man,"I had a really great time watching Ant-man, reminded me of the 1st time watching Iron man , where the character tries to learn who he is"
ant-man,"I had this written at like half 6 today and almost forgot to post it!  http://t.co/Rk1i24eyyZ  Featuring Wilco, Ant-Man, WHAS and more."
ant-man,I have my Agent Carter t shirt and my Jan earrings. The concession stand guy said stay till the end. As prepared for Ant-man as I can be?
ant-man,"I may be late to this party, but Ant-Man is a great movie! Ranks among my top picks in the Marvel cinematic universe, I didn't expect that"
ant-man,I need to get up early tomorrow and finally see Ant-Man.  My local cinema only has one showing and it is just after 12pm.
ant-man,I plan to see the Fantastic 4 movie Tuesday. I went to see Age of Ultron and Ant-Man the Thursday night before.
ant-man,"I saw Ant-Man on Friday night, but peeked in the showing of SOC to see the response. Packed showing with racial mix. https://t.co/6OrmA9bdYx"
ant-man,I should go watch Ant-Man tomorrow because I really want to watch it and have yet to see it.
ant-man,I think the best Stan Lee cameo may be in Ant-Man. It had me laughing hard.
ant-man,I want to trade an Ant-Man fig for this Yellowjacket. All from @CollectorCorps June box. Tweet if interested http://t.co/ZCuajvPQoh
ant-man,"I would say, Ant-Man is probably my favorite movie of the year so far with MI: Rogue Nation at a very close 2nd"
ant-man,I'll end the streak of bad movies tomorrow when I go to Ant-Man again
ant-man,"I'm going to see Ant-Man. Wednesday, 19 August 2015 at 14:00 in Newport - Spytty Park http://t.co/O1xx0OPqzb #Cineworld"
ant-man,I've decided to record the new Comically on the history of Ant-Man a day early...I may even have it ready for release tomorrow.
ant-man,"If I can finish this final tonight, I'll be able to finally see Ant-Man tomorrow after work."
ant-man,If I feel up to going to mum's eye check up may try and see Ant-man
ant-man,If you liked Ant-Man you may enjoy Law and the Multiverse's discussion of the whole robbery/burglary distinction.  http://t.co/3H0fDKB9Ui
ant-man,"If you're having doubts about Ant-Man, just go and see it, you won't be disappointed. He may not be a major character, but the movie is good"
ant-man,Ima just go catch a matinee of Ant-Man by myself tomorrow lol
ant-man,In other news I saw Ant-Man! It may have a few flaws but I absolutely loved it! So funny and the character is brilliant
ant-man,"In other news, can't wait to see Ant-Man tomorrow night, hopefully it's what I expect"
ant-man,Isn't that what a Bruce Jenner nephews call him? Ant-Man wins box office for 2nd weekend with $24.8M @USATODAY http://t.co/0Z4e8VOp0l/s/rmAs
ant-man,It seems the rest of my life may just be convincing people to watch Ant-Man with me.
ant-man,"It's another Sunday with perfect cinema weather, so head down for INSIDE OUT and ANT-MAN #worthing  Book at http://t.co/nC4I1scvIb"
ant-man,"It's official: FINALLY get to go see Ant-Man tomorrow!! First real day off in 2 months!! So stoked- NO SPOILERS, MARVEL NATION!!"
ant-man,It's the first of August and started off good with Ant-Man.
ant-man,Just found myself googling 'ant man quantum realm reflection'. I may be thinking about Ant-Man too much. It is ace though.
ant-man,Just saw Ant-Man in the theatre for the 3rd time.  It's still super great.
ant-man,"Looks like ANT-MAN is gonna hit #1 for the 2nd straight weekend. Not to mention, also pass the $100 million mark. Not too shabby........"
ant-man,M:I 5 was... ok. Nowhere near as awesome the 4th was. Glad I didn't spend $11 at the theater for it. I would rather watch Ant-Man again.
ant-man,Many blessings lately: &amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;Got out to the theater last Saturday to see Ant-Man . Not only http://t.co/W89o80a6Tf
ant-man,"Marvel kicks off the presentation! Alan Horn starts by praising Ant-Man's #1 opening, which he says is Marvel's 12th consecutive #1 opener."
ant-man,May go see Ant-Man tonight. Anyone interested?
ant-man,Maybe on Monday I'm going to see Ant-Man with the squad
ant-man,Michael Douglas may not be coming back for another Marvel film...he did so good in Ant-Man though
ant-man,Might just have to go see Ant-man tomorrow
ant-man,"My cousin snapchatted me ""Ant-man tomorrow. You good?"" And these are the reasons we get along so well."
ant-man,My dad and sister will try out Daredevil series tomorrow. They really liked Ant-Man when I recommended it to them...  HEHEHEHEHE!
ant-man,My plan for tomorrow's surprise day off is to finally see Ant-Man.
ant-man,"No work for the rest of the week means Ant-Man tomorrow morning, followed by a trip to the comic shop, and much lazing about."
ant-man,"Nothing like finishing the last day back to work with Friday's, and Ant-man."
ant-man,Now going to watch Ant-man for a 2nd time and drving everybody...
ant-man,"Now that there's several 2D showings of ANT-MAN a day, maybe I'll actually see it... like tomorrow."
ant-man,"Ohhhhh, do I see MI:5 or Ant-Man on Friday at the cinema... Hmmmm."
ant-man,"Okay, I forgive the makers of Ant-Man for omitting Jan Pym. It's a funny, exciting, heist film with a lot of honor to dads. Go see it."
ant-man,Or tomorrow I don't care but I want to watch Ant-Man
ant-man,"Paid my bills, bought some groceries, did a bit of price-shopping on some clothes, and bought my ticket for Ant-Man later tonight. #Saturday"
ant-man,"Paul Rudd stars as ANT-MAN, showing tonight, tomorrow and Sunday. Rated PG-13. Showtimes are at 7:15 each night.... http://t.co/pyfw5j7Su9"
ant-man,Planning to watch Ant-Man tomorrow and see all the fuss about .... I hope I won't get disappointed .....
ant-man,Probably why Marvel is waiting to show the Civil War trailer until late Sep/early Oct to give ppl enough time to get caught up w/ Ant-Man
ant-man,Question... is Ant-Man any good? tempted to go watch it tomorrow
ant-man,"Recording a new Fanboy Versus tomorrow with @BeatlesDiva @chrismcfeely @manofthetown and @BKilby Talking Fantastic Four, Ant-Man and more!"
ant-man,"Saturday movie reviews: ""Ant-man"" is fun &amp; light http://t.co/hFOCj2Lv60 while ""Woman in Gold"" is tugs at the heart http://t.co/ZOzkRfq58y"
ant-man,"Saw Ant-Man last Sunday, and finally had time to draw it today.  http://t.co/jlXP8itRdj http://t.co/zeIk1XGz7x"
ant-man,Saw Ant-Man on Tuesday. Great film. Much more character driven than the big epic MCU films.
ant-man,Saw Ant-Man tonight with friends. My 3rd time. Fun.
ant-man,"Seeing Ant-Man on monday, finally. 9pm showing, so i'll be useless the next day. And I don't care."
ant-man,"Seeing Ant-Man tomorrow, flat, it just isn't worth $40 *more* to see it in 3D. We'll just have to use our imaginations."
ant-man,"Seeing Ant-man for the 2nd time (@ AMC North Point Mall 12 - @amctheatres for Ant-Man in Alpharetta, GA) https://t.co/Cq4u1kX4GM"
ant-man,Shoutout to @bthousto for going with me to see Ant-Man (highly recommend) and scoring us free ice cream yesterday. Best 2nd to last day here
ant-man,"So.. finally saw @AnnaAkana in Ant-Man, I thin i may have zoned out starin at her tho cuz i remember nothing the guy said except ""yes"""
ant-man,Somehow I was able to enjoy the 2nd half of Ant-Man in spite of my gleeful anticipation about all the Ant-Lamb jokes I couldn't wait to make
ant-man,"Somehow got wrangled into seeing Ant-Man again tomorrow with another group of friends. Ehh, I don't mind much tbh"
ant-man,Star&gt;Box Office:Ant-Man Stomps on the Competition for 2nd Weekend at 1:Marvel Studios' Ant-Man was 1 at t... http://t.co/JJ91tt9Krc #actors
ant-man,"Still really want to see Ant-Man, hopefully tonight or tomorrow."
ant-man,Summer is BUSY! Saw Ant-Man with super heroes LilF and @TheAndyRok. Tomorrow Minecraft with @Parker_GamesMC and @JoinSuperLeague
ant-man,"Sunday recovery continues with this, then Ant-Man http://t.co/stgiu1rmNL"
ant-man,"Sure, ANT-MAN is a cool film, but make sure you know all your movie options. ... (Vine by SATURDAY NIGHT VINE) https://t.co/DyXAETE6Vt"
ant-man,"Swapped out broken Franken-part in my car, saw Ant-Man with family, took a nap, wrote for a bit, ate Ice Cream. Saturday: victorious."
ant-man,Tfw ur on ur way to see Ant-Man for the 3rd time
ant-man,"The Top 5 Marvel Cinematic Universe Films of Phase 1 and Phase 2:  With the release of Ant-Man, Phase 2 of Mar... http://t.co/RxOpUUCupa"
ant-man,The best CGI in Ant-Man isn't the ant scenes. It's that 1st scene with Michael Douglas' face. #smhowzow
ant-man,There are people who only watched Ant-Man for the Upstate NY cameo and the 2nd credit scene. Civil War is going to be pretty big.
ant-man,Thought about seeing the new Fantastic Four movie today. Passed and saw Ant-Man for a 2nd time instead. LOL #AntMan #FantasticFour
ant-man,"Tickets to see Ant-Man with @HannaK108 and @TheLostLaurens this Friday! Looking forward to it, heard such mixed reactions to the film"
ant-man,Tomorrow I wanna have dinner out and watch Ant-man. Who wants to come with me?
ant-man,"Tomorrow is the last day to see Ant-Man so Mission: Impossible Rogue Nation can begin Friday, July 31st. To see... http://t.co/0hSI2cFlkL"
ant-man,Took the day off work and treated babe to some Big Biscuit and saw Ant-Man. Some Monday's aren't too bad.
ant-man,Unexpected development-- saw Ant-Man on Saturday night in London. It was surprisingly charming. I actually quite enjoyed it.
ant-man,Was gonna see Inside Out again tomorrow but I found it a bit disappointing so we'll probably watch Ant-Man again
ant-man,"Watched Ant-Man for the 2nd time today, and thought of 2 more reasons to see it again: to catch the Easter eggs and catalog its Britishisms."
ant-man,"Watched Ant-Man for the 3rd time for free, technically because it's with family. :)))"
ant-man,We hope you are enjoying Pixels.   Ant-Man will start this Friday.  Armed with a super-suit with the astonishing... http://t.co/mgtdzWd3jN
ant-man,"We saw Ant-man last Saturday - it was very good. Proves that no matter your size, you are still a super hero! http://t.co/KC5X82KBJq"
ant-man,We will be highlight our guests every Monday for #CMX2015 and we are kicking it off with Sara Moni! With Ant-Man... http://t.co/XQfcc0T8tM
ant-man,"Wednesday is Movie Day!  We recently saw Ant-Man, Southpaw and Amy (the Amy Winehouse documentary).  What have... http://t.co/M5uIKnCWzQ"
ant-man,What are the chances of Ant-Man still being in theatres on August 20th when I get to Halifax?
ant-man,Who wants to go see Ant-Man tomorrow? I believe it's a film about a man who's imbued with all the powers of a guy named Anthony.
